startup_name,sector,city,investors,stage,amount_usd,description
Network Intelligence,Technology,Mumbai,Helix Investments,Private Equity,4800000.0,Technology - Cybersecurity Specialist
Tynor Othontics,Healthcare,Chandigarh,Lighthouse Funds & Thuasne Participations,Private Equity,21000000.0,Healthcare - Prosthetics Manufacturers
Elucidata,It,Delhi & Cambridge,Hyperplane Venture Capital And Several Angel Investors,Seed,1700000.0,IT - Data Analytics (SaaS)
Rentsher,Consumer Internet,Bengaluru,"Shorooq Investments, Letsventure & Others",Seed,1100000.0,Consumer Internet - Online Rental Marketplace
Drip Capital,Finance,Mumbai,"Accel Partners, Sequoia India, Y Combinator And Others.",Private Equity,15000000.0,Finance - Trade Finance Firm
Wickedride,Consumer Internet,Bengaluru,"Sequoia Capital, Accel Partners & Raghunandan Gangappa",Private Equity,9100000.0,Consumer Internet - Online Motorbike And Scooter Rental Platforms
Policybazaar,Consumer Internet,Gurugram,Softbank Vision Fund & Info Edge (India) Ltd,Private Equity,200000000.0,Consumer Internet - Online Insurance Selling Platform
Hipbar,Consumer Internet,Bengaluru,Diageo India,Private Equity,4000000.0,Consumer Internet - Digital Payment Platform For Beverage Delivery
Sqqrl,Finance,Gurugram,Equanimity Venture Fund,Seed,1000000.0,Finance - App-based investment platform
Paytm,Technology,Noida,One 97 Communications,Private Equity,8950000.0,Technology - Digital Payment Platform
Sigtuple,Healthcare,Bengaluru,"Accel Partners, Idg Venture, Endiya Partners, Pi Ventures, Vh Capital, Axilor Ventures And Binny Bansal",Private Equity,19000000.0,Healthcare - Data Driven Intelligence Solutions Platform
Wow Express,Technology,Mumbai,Undisclosed Existing Investors As Well As The Tamarind Family Trust,Private Equity,4500000.0,Technology - E-commerce Logistics Platform
Front Desk Ai,Technology,Bengaluru,Speciale Invest & Others,Seed,1100000.0,Technology - An AI Platform Offering Automated Customer Service Software
Edureka,Ed-Tech,Bengaluru,Leo Capital,Seed,2000000.0,Ed-Tech - Online Education Platform
Opentap,Finance,Chennai,Unknown High Net-Worth Individuals,Seed / Angel Funding,450000.0,Finance - Online Lending Platform
Bizongo,Consumer Internet,Mumbai,"B Capital, International Finance Corporation (Ifc), Accel Partners And Idg Ventures",Private Equity,22000000.0,Consumer Internet - Aggregator For Packaging Material
Disprz,It,Chennai,"Il&Fs Private Equity, Kae Capital & Others",Seed / Angel Funding,2500000.0,IT - SaaS
I3Sysytems,Technology,Mumbai,"Unitus Ventures, Behram Vakil And Jerxis Vandrevala",Seed / Angel Funding,1000000.0,Technology - AI product company For Health and Life Insurane Companies
Earth Food,Consumer Internet,Pune,Rairah Corporation,Seed / Angel Funding,949000.0,Consumer Internet - Agri-tech
Nykaa,Consumer Internet,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak And Others",Private Equity,24000000.0,Consumer Internet - Beauty e-tailer
Mfine,Healthcare,Bengaluru,"Prime Venture Partners, Stellaris Venture Partners And Mayur Abhaya Srisrimal",Private Equity,4200000.0,Healthcare - Doctor-Consultation App
Rocketium,Technology,Bengaluru,Blume Ventures,Seed,300000.0,Technology - Online Video Creation Platform
Milkbasket,Technology,Gurugram,"Kalaari Capital, Unilever Ventures And Blume Ventures",Private Equity,7000000.0,Technology - Micro-Delivery Grocery Startup
Vola,Finance,Bengaluru,Credika And Unnamed Angel Investors,Seed,500000.0,Finance - Micro Lending Platform
Cashkumar,Consumer Internet,Bengaluru,Letsventure,Seed,735000.0,Consumer Internet - P2P Lending Platform
Edyoo,E-Commerce,Bengaluru,Rs Shanbag,Seed,735000.0,E-Commerce - Products For Shoolgoing Children
Aashiyaan,Finance,Kolkata,"Insistor, Oikocredit",Seed,2000000.0,Finance - Housing Finance For Low-Income Families
Smartivity,Ed-Tech,Delhi,"Ashish Kacholi, S Chand Group",Seed,2000000.0,Ed-tech - Designer Of Toys and Learning Projects For Kids
Bonphulapl,Clean-Tech,Delhi,Atul Gupta And Saurabh Rastogi,Seed,293000.0,Clean-tech - Oxygen Optimiser Manufacturer
Acko,Consumer Internet,Mumbai,"Amazon, Ashish Dhawan, Catamaran Ventures, Nr Narayana Murthy.",Seed,12000000.0,Consumer Internet - Online Insurance Platform
Hwell24,Healthcare,Mumbai,"Prashant Mehta, Mitali Pawar, Nikhil G And Bhavesh P, R Ranganathan, Oncotrust And Medintel Services Pvt. Ltd",Seed,200000.0,Healthcare - Home Healthcare Aggregator
Toffee,Consumer Internet,Gurugram,"Kalaari Capital, Omidyar Network And Accion Venture Labs",Seed,1500000.0,Consumer Internet - Online Insurance Platform
Tonetag,Technology,Bengaluru,Amazon Inc. And Mastercard,Private Equity,8000000.0,Technology - Mobile Payments Technology Platform
Stellaps,Technology,Bengaluru,"Indusage Partners, Bill & Melinda Gates Foundation, Qualcomm Venture, Abb Technology Ventures, Omnivore, Blume Ventures, Venture Highway And Beenext",Private Equity,14000000.0,Technology - Iot Application Platform In Agriculture
Credright,Consumer Internet,Hyderabad,"Accion Venture Lab, Yournest Venture Capital And Other Angel Investors",Seed,1300000.0,Consumer Internet - Lending Platform For SMEs
Fitternity,Consumer Internet,Mumbai,"Exfinity Venture, Saha Fund Partners, Arihant Patni Of Patni Family Office, Anjali Bansal, Shardul Amarchand Mangaldas, Satish Khanna And Taparia Family Office.",Private Equity,2000000.0,Consumer Internet - Online Fitness Discovey Platform
Synctag,Technology,Coimbatore,Subhkam Ventures And Mohit Khadaria,Seed / Angel Funding,307600.0,Technology - Social Media Anlaytics Platform
Varthana,Finance,Bengaluru,"Chryscapital, Existing Investors, Elevar Equity, Lgt Impact, Omidyar Network And Kaizen Private Equity Also Participated In The Round",Private Equity,55000000.0,Finance - Loans and Services To Affordable Private Schools in India
Indigolearn,Ed-Tech,Hyderabad,"Maheshwar Peri, Founder And Chairman Of Career Information Portal Careers360, And Jamshed Jeejeebhoy, Director At Byramjee Jeejeebhoy Pvt. Ltd Were Among The Angels",Seed / Angel Funding,150000.0,Ed-Tech - Online Education Platform
Vedantu,Ed-Tech,Bengaluru,"Accel Partners, Tiger Global And Others",Private Equity,10000000.0,Ed-Tech - Interactive Online Tutoring Platform
Kaleidofin,Fiinance,Chennai,Omidyar Network. Blume Ventures And Professor Shlomo Ben-Haim,Seed / Angel Funding,2800000.0,Fiinance - Digital Financial Services Platform
Pipabella,Consumer Internet,Mumbai,Fireside Ventures,Seed / Angel Funding,1000000.0,Consumer Internet - Fashion Accessories Etailer
Traveltriangle,Consumer Internet,Gurugram,"Fundamentum, Saif Partners, Bessemer Venture Partners, Rb Investments & Others",Private Equity,12000000.0,Consumer Internet - Online Travel Marketplace
Letsmd,Healthcare,Delhi,"Sri Capital, Waterbridge Ventures And Thinkuvate",Seed / Angel Funding,1000000.0,Healthcare - Platform To Discover Healthcare Financing Options
Ayefinance,Finance,Gurugram,"Blueorchard Finance Ltd, Hinduja Leyland Finance And Intellegrow",Debt Funding,4600000.0,Finance - Online Lending Platform
Mintifi,Finance,Mumbai,Lok Capital,Seed / Angel Funding,2000000.0,Finance - Online Lending Platform
Icanstay,Consumer Internet,Delhi,Mr. Manoj Prasad,Seed / Angel Funding,500000.0,Consumer Internet - Online Platform For Luxury Hotel Stay For Business Travelers
Coverfox,Consumer Internet,Mumbai,"International Finance Corporation, Transamerica And Others.",Private Equity,22000000.0,Consumer Internet - Online Insurance Aggregator
Fyle Technologies,Technology,Bengaluru,Pravega Ventures And Beenext,Seed / Angel Funding,1100000.0,Technology - AI Based Expense Management Platform
True Balance,Technology,Gurugram,"Line Ventures Corporation, Line Corp, Naver, Shinhan Bank And Ts Investment",Private Equity,23000000.0,Technology - Mobile Balance Checking App
Doxper,Healthcare,Mumbai,Vidal Healthcare,Seed / Angel Funding,1900000.0,Healthcare - Digitized Health-Tech Solutions For Practitioners
Nykaa,Consumer Internet,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak And Others",Private Equity,11000000.0,Consumer Internet - Beauty e-tailer
Capital Float,Finance,Bengaluru,Amazon,Private Equity,22000000.0,Finance - Online Lending Platform
Trip Shelf,Consumer Internet,Delhi,"Gems Advisory, Alok Mittal And Sachin Bhatia",Seed / Angel Funding,246000.0,Consumer Internet - Online Travel Marketplace
Popxo,Technology,Delhi,"Neoplux, Oppo, Idg Ventures India, Kalaari Capital, Gree Ventures And Summit Media",Private Equity,5500000.0,Technology - Women Focussed Digital Media Platform
1Mg,Consumer Internet,Gurugram,"Sequoia Capital, Maverick Capital Ltd And Hbm Healthcare Investments Ltd",Private Equity,10000000.0,Consumer Internet - Online Pharmacy Store
Samco,Consumer Internet,Mumbai,Bay Capital Investments And Others,Private Equity,7500000.0,Consumer Internet - Online Stock Broker
Myloancare,Finance,Gurugram,Sar Group,Seed / Angel Funding,978000.0,Finance - B2C Online Loans Marketplace
Buddy4Studdy,Consumer Internet,Noida,Cba Capital And Others,Private Equity,3000000.0,Consumer Internet - Online Scholarship Portal
Urban Ladder,E-Commerce,Bengaluru,"Sequoia Capital, Saif Partners And Kalaari Capital",Private Equity,12000000.0,E-Commerce - Online Furniture Store
Kuvera,Consumer Internet,Bengaluru,"Baskar Subramanian, Saket Kumar, Gaurav Suri And Ankit Kesarwani",Seed / Angel Funding,250000.0,Consumer Internet - Online Financial Planning
Gramophone,Technology,Indore,Infoedge,Seed/Angel Funding,1000000.0,Technology - Agri-tech
Wellthy,Healthcare,Mumbai,"Ranjan Pai, Apoorva Patni, Beenext Ventures,Growx Ventures",Private Equity,2100000.0,Healthcare - Therapeutics
Medgenome,Healthcare,Bengaluru,"Hdfc Life, Hdfc Asset Management",Private Equity,10000000.0,"Healthcare - Genetic Screening, DNA Diagnostics Labs & Research Centers"
Finova Capital,Consumer Internet,Jaipur,Sequoia Capital,Private Equity,6000000.0,Consumer Internet - Online Lending
Hotelogix,Technology,Noida,"Vertex Ventures, Accel Partners And Saama Capital",Private Equity,5000000.0,Technology - Cloud based Online Hotel Management Software
Livehealth,Consumer Internet,Pune,Nexus Venture Partners,Seed / Angel Funding,1100000.0,Consumer Internet - Health Service Aggregator Platform
Ad2Pro,Technology,Chennai,Avendus Finance Pvt. Ltd,Debt Funding,9700000.0,"Technology - Creative Design, Brand, Media and Technology Platform Solutions"
Coverfox,Consumer Internet,Mumbai,Aegon Nv,Private Equity,7600000.0,Consumer Internet - Online Insurance Aggregator
Pepperfry,Consumer Internet,Mumbai,State Street Global Advisors,Private Equity,38400000.0,Consumer Internet - Online Furniture Shopping Store
Magicpin,Consumer Internet,Gurugram,Trifecta Capital,Debt Funding,1000000.0,Consumer Internet - Hyperlocal Discovery
Healthcare,Consumer Internet,Mumbai,Hr Fund,Seed / Angel Funding,1000000.0,Consumer Internet - Healthcare Aggregator
Pinelabs,Technology,Mumbai,"Actis, Altimeter Capital",Private Equity,82000000.0,Technology - Digital Payment Platform
Availfinance,Consumer Internet,Bengaluru,"Matrix Partners, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Kunal Shah And Manish Patel.",Private Equity,17200000.0,Consumer Internet - Online Lending Platform
Grofers,Consumer Internet,Gurugram,"Softbank, Tiger Global And Apoletto Managers.",Private Equity,62000000.0,Consumer Internet - Online Grocery Shop
Fingerlix,Consumer Internet,Mumbai,Alteria Capital,Debt Funding,1310000.0,Consumer Internet - Ready To cook Food Solution
Karma Healthcare,Healthcare,Udaipur,"1Crowd, Ankur Capital",Seed / Angel Funding,500000.0,Healthcare - Technology enabled equitable healthcare for India
Zappfresh,Food & Beverages,Gurugram,"Amit Burman, Sidbi Venture Capital",Seed / Angel Funding,3000000.0,Food & Beverages - Online Raw Meat E-tailer
Customersucessbox,Technology,Gurugram,"Pi Ventures, Axilor Ventures",Seed / Angel Funding,1000000.0,Technology - Customer Success Software for B2B SaaS
Chargebee,Technology,Chennai,"Insight Venture Partners, Accel Partners And Tiger Global Management.",Private Equity,18000000.0,Technology - Subscription Billing & Recurring Payments Software
I2I Funding,Consumer Internet,Noida,Sucseed Venture Partners,Seed / Angel Funding,768000.0,Consumer Internet - Online loan platform
Slang Labs,Technology,Bengaluru,Endiya Partners,Seed / Angel Funding,1240000.0,Technology - Voice-based assistant platform
Cash Suvidha,Consumer Internet,Delhi,"Initia Holdings,Vipin Agarwal And Others.",Seed / Angel Funding,1000000.0,Consumer Internet - Online loan platform
Smartcoin,Finance,Bengaluru,"Accion Venture Lab, Unicorn India Ventures And Isme Ace.",Seed / Angel Funding,2000000.0,Finance - Micro lending company
The Print,Media,Delhi,Ratan Tata,Seed / Angel Funding,535000.0,Media - News portal
Driveu,Technology,Bengaluru,Amit Singhal And Unitus Seed Fund,Private Equity,3000000.0,Technology - Professional Car Drivers Hiring App
Bigbasket,Consumer Internet,Bengaluru,"Alibaba, Helion Venture Partners, Bessemer Venture Partners, Ascent Capital",Private Equity,300000000.0,Consumer Internet - Online Grocery & Food Store
Zomato,Food And Beverages,Gurugram,Ant Financials,Private Equity,200000000.0,Food and Beverages - Food Ordering and Restaurant Discovery
Pratilipi,Publishing,Bengaluru,Omidyar Network,Private Equity,4300000.0,Publishing - E-Publishing
Asia Institute Of Medical Science,Healthcare,Faridabad,Cdc Group Plc,Private Equity,21000000.0,Healthcare - Super-specialty Hospital
Collegedekho,Consumer Internet,Gurugram,"Man Capital Llp, Girnar Software, Others",Private Equity,2000000.0,Consumer Internet - Online platform for Higher Education Services
Healthi,Healthcare,Bengaluru,Montane Ventures,Private Equity,3100000.0,Healthcare - Preventive Health Checkup
Swiggy,Food And Beverages,Bengaluru,Naspers,Private Equity,100000000.0,Food and Beverages - Online Food Delivery
Shape,Healthcare,Pune,Sandeep Mathur,Seed / Angle Funding,100000000.0,"Healthcare - Online Portal for Diet,fitness and Beauty"
Icertis,Consumer Internet,Pune,Meritech Capital Partners,Private Equity,50000000.0,Consumer Internet - Enterprise Contract Management Platform
Healthifyme,Healthcare,Bengaluru,Sistema Asia Fund,Private Equity,12000000.0,Healthcare - Mobile Weight Loss Coach
Rupeek,Consumer Internet,Bengaluru,"Accel Partners, Sequoia Capital",Private Equity,6830000.0,Consumer Internet - Online Gold Loan
Lendingkart,Finance,Bengaluru,Fullerton Financial Holdings Pte Ltd & Others,Private Equity,87000000.0,Finance - Online Lending Platform
Cashify,E-Commerce,Gurugram,Trifecta Capital,Debt Funding,935089.0,E-Commerce - Online Selling
Holachef,Food And Beverages,Mumbai,Ashok Kumar Gajera,Seed / Angle Funding,311200.0,Food and Beverages - Online Food Delivery
Imax Program,Ed-Tech,Bengaluru,"Michael & Susan Dell Foundation, Lgt Impact Ventures",Private Equity,13500000.0,Ed-Tech - Individualised Progressive Learning Program
Littlemore,Ed-Tech,Chennai,Kalpavriksh,Private Equity,3000000.0,Ed-Tech - Online Education Platform
Toppr,Ed-Tech,Mumbai,Axis Capital Partners,Private Equity,100000.0,Ed-Tech - Online Education Platform
Shirsa Labs,Ed-Tech,Mumbai,"Dewang Neralla, Mahesh Kothurkar,Atul Agarwal",Private Equity,500000.0,Ed-Tech - Integrated Kids Engagement Company
Moneyonmobile,Technology,Mumbai,S7 Group,Private Equity,5000000.0,Technology - mobile payment platform
Petsutra,Consumer Internet,Gurugram,Michael Patrick Hickey,Seed / Angel Funding,148434.0,Consumer Internet - Online Pet Care Products
Infibeam,E-Commerce,Ahemadabad,Network 18,Private Equity,6230000.0,E-Commerce - Online Retailing
Happay,Finance,Bengaluru,Sequoia And Jerry Yang,Seed / Angel Funding,250000.0,Finance - Expense Management
Fincash,Finance,Mumbai,"Mohammed Khan, Sameer Narayan & Others",Seed / Angel Funding,150000.0,Finance - Fin-Tech
Ayefinance,Finance,Gurugram,"Hinduja Leyland Finance, Intellegrow",Private Equity,3800000.0,Finance - Online Lending
Agricxlab,Agriculture,Mumbai,Ankur Capital,Seed / Angel Funding,500000.0,Agriculture - Agri-tech
Udaan,E-Commerce,Bengaluru,Lightspeed & Yuri Milner,Private Equity,50000000.0,E-Commerce - B2B Marketplace
Capillary,It,Bengaluru,"Wargburg Pincus, Sequoia",Private Equity,20000000.0,IT - SaaS
The Healthy Billions,Healthcare,Gurugram,"Blume Ventures, Healthquad And Fireside Ventures",Private Equity,2100000.0,Healthcare - Analytics
Avishkaar Box,Ed-Tech,Delhi,Auxano Deals,Private Equity,772500.0,Ed-Tech - Education
Planys Technologies,Technology,Chennai,"Kris Gopalakrishnan, Pratithi Investment Trust, Memg Family Office, S Gopal",Private Equity,1040000.0,Technology - Robotic InspectionStartup
Trilyo,Technology,Mumbai,"Startup Buddy,Amit Manocha And Others",Seed / Angel Funding,250000.0,Technology - AI platform for hospitality industry
Gaana,Technology,Gurugram,"Tencent Holdings Ltd, Times Internet",Private Equity,115000000.0,Technology - Online Music Streaming
Credy,It,Bengaluru,"Y Combinator, Khosla Ventures, Vy Capital And Others",Seed / Angel Funding,1400000.0,IT - SaaS
Earlysalary,Finance,Pune,Eight Roads Ventures India,Private,15700000.0,Finance - Online Lending
Lendingkart,Finance,Ahmedabad,Nederlandse Financierings-Maatschappij Voor Ontwikkelingslanden N.V.,Debt Funding,4700000.0,Finance - Online Lending
Tapzo,Technology,Bengaluru,Runet & Other,Private Equity,1930000.0,Technology - Personal Assistant
Appario Retail Pvt Ltd.,E-Commerce,Delhi,Amazon-Patni Jv,Private Equity,18840000.0,E-commerce - Retail
Samunnati,Finance,Chennai,"Responsability, Elevar Equity And Accel Partners",Private Equity,23500000.0,Finance - Agricultural Loan
